algorithm,grid,scenario,episode,step,avg_reward,epsilon,reward_B1,reward_B2,reward_B3,reward_B4,reward_B5,reward_C1,reward_C2,reward_C3,reward_C4,reward_C5,reward_D1,reward_D2,reward_D3,reward_D4,reward_D5,reward_E1,reward_E2,reward_E3,reward_E4,reward_E5,reward_F1,reward_F2,reward_F3,reward_F4,reward_F5
dqn,5x5,medium,55,19800,-57.54399999999996,0.4625985714285715,-44.799999999999976,-50.89999999999997,-47.49999999999994,-57.8,-46.999999999999986,-58.49999999999997,-60.299999999999955,-68.99999999999991,-59.099999999999945,-63.499999999999936,-57.29999999999993,-61.59999999999995,-62.899999999999956,-69.19999999999996,-71.10000000000001,-53.499999999999964,-61.39999999999992,-47.999999999999986,-66.19999999999997,-58.19999999999995,-57.79999999999997,-54.19999999999999,-57.89999999999994,-53.99999999999997,-46.89999999999997
dqn,5x5,medium,56,20160,-54.427999999999955,0.4528271428571429,-45.999999999999936,-52.89999999999996,-50.99999999999997,-51.69999999999996,-53.199999999999974,-50.69999999999994,-50.0999999999999,-65.09999999999994,-59.19999999999996,-48.899999999999935,-65.79999999999993,-56.79999999999998,-59.59999999999995,-59.59999999999998,-61.59999999999993,-58.39999999999999,-52.599999999999994,-53.29999999999994,-55.09999999999995,-58.29999999999999,-49.89999999999995,-46.09999999999997,-59.09999999999996,-45.59999999999992,-50.09999999999996
dqn,5x5,medium,57,20520,-55.951999999999956,0.44305571428571433,-49.29999999999997,-42.69999999999991,-48.89999999999996,-52.09999999999993,-51.19999999999996,-59.99999999999997,-77.19999999999997,-67.99999999999997,-59.59999999999998,-57.59999999999998,-59.299999999999926,-50.899999999999935,-64.19999999999999,-65.19999999999997,-55.90000000000001,-54.699999999999925,-66.99999999999994,-58.5999999999999,-65.89999999999993,-53.69999999999996,-48.899999999999935,-46.19999999999995,-48.79999999999998,-49.89999999999995,-42.99999999999996
dqn,5x5,medium,58,20880,-56.079999999999956,0.4332842857142857,-57.899999999999956,-46.49999999999996,-56.69999999999997,-52.29999999999998,-37.799999999999976,-52.79999999999994,-75.59999999999998,-61.199999999999946,-59.39999999999991,-58.69999999999998,-59.39999999999998,-56.99999999999999,-66.8,-68.49999999999993,-57.09999999999995,-51.89999999999995,-57.99999999999994,-56.49999999999995,-62.19999999999994,-47.599999999999916,-51.29999999999995,-50.49999999999997,-48.899999999999956,-50.89999999999995,-56.49999999999997
dqn,5x5,medium,59,21240,-56.29199999999996,0.42351285714285725,-45.69999999999999,-43.39999999999994,-56.19999999999996,-51.29999999999996,-44.79999999999996,-53.99999999999996,-59.79999999999993,-62.69999999999997,-57.699999999999925,-61.79999999999994,-59.900000000000006,-54.09999999999996,-60.79999999999991,-67.3,-62.799999999999926,-62.99999999999996,-68.3,-66.29999999999997,-65.09999999999997,-51.899999999999984,-44.19999999999996,-49.89999999999994,-54.69999999999994,-51.299999999999976,-50.29999999999995
dqn,5x5,medium,60,21600,-54.723999999999954,0.4137414285714286,-38.199999999999974,-48.299999999999976,-51.699999999999974,-52.699999999999925,-43.6999999999999,-47.39999999999995,-66.29999999999994,-65.19999999999996,-63.39999999999998,-46.199999999999974,-53.799999999999976,-57.299999999999976,-69.69999999999992,-57.399999999999935,-65.79999999999994,-52.49999999999997,-57.49999999999996,-57.89999999999993,-61.49999999999996,-51.19999999999994,-46.09999999999995,-47.99999999999997,-56.299999999999976,-51.09999999999994,-58.89999999999997
dqn,5x5,medium,61,21960,-56.663999999999966,0.40397000000000005,-43.09999999999998,-47.19999999999998,-51.59999999999993,-61.79999999999994,-47.199999999999946,-49.899999999999984,-66.99999999999994,-63.09999999999999,-56.899999999999956,-49.99999999999998,-55.69999999999994,-54.8,-63.799999999999955,-67.89999999999993,-71.29999999999994,-51.79999999999996,-54.199999999999974,-51.09999999999997,-72.4,-70.00000000000004,-49.399999999999956,-53.89999999999992,-55.09999999999993,-58.89999999999998,-48.49999999999997
dqn,5x5,medium,62,22320,-54.14799999999995,0.3941985714285714,-47.099999999999945,-45.79999999999997,-44.09999999999992,-48.19999999999997,-50.69999999999996,-53.1,-62.49999999999997,-71.30000000000003,-56.49999999999997,-57.19999999999995,-48.29999999999996,-58.699999999999946,-58.99999999999999,-70.5,-56.1999999999999,-53.299999999999976,-53.79999999999992,-53.49999999999997,-64.79999999999994,-55.29999999999996,-46.79999999999995,-52.29999999999995,-42.49999999999993,-54.099999999999916,-48.099999999999916
dqn,5x5,medium,63,22680,-53.31199999999996,0.38442714285714297,-50.00000000000001,-52.89999999999993,-39.69999999999997,-50.89999999999994,-47.49999999999997,-48.99999999999995,-56.799999999999976,-67.69999999999995,-58.8,-51.39999999999994,-50.80000000000001,-56.09999999999996,-60.79999999999995,-67.69999999999997,-51.39999999999991,-48.80000000000001,-67.99999999999996,-58.399999999999984,-57.29999999999993,-59.300000000000004,-42.49999999999998,-37.79999999999998,-51.2,-48.799999999999976,-49.1999999999999
dqn,5x5,medium,64,23040,-54.51199999999995,0.3746557142857143,-49.29999999999995,-41.299999999999955,-46.69999999999996,-53.29999999999993,-45.39999999999991,-53.89999999999998,-62.79999999999997,-72.89999999999996,-57.299999999999976,-56.69999999999995,-53.89999999999995,-56.899999999999956,-59.799999999999976,-54.79999999999991,-68.19999999999999,-55.299999999999955,-67.89999999999989,-56.199999999999974,-53.599999999999966,-59.89999999999995,-37.99999999999998,-47.199999999999946,-52.49999999999999,-50.99999999999994,-47.99999999999996
dqn,5x5,medium,65,23400,-53.47599999999996,0.36488428571428577,-44.099999999999945,-51.199999999999946,-45.19999999999994,-47.59999999999998,-50.79999999999995,-52.29999999999993,-50.69999999999996,-51.99999999999994,-53.09999999999996,-60.60000000000001,-52.39999999999998,-63.69999999999996,-60.69999999999994,-65.79999999999995,-46.799999999999905,-62.599999999999966,-52.89999999999995,-58.59999999999991,-55.79999999999994,-52.59999999999996,-48.699999999999974,-52.99999999999994,-57.099999999999966,-47.69999999999994,-50.89999999999999
dqn,5x5,medium,66,23760,-51.81599999999996,0.3551128571428571,-38.99999999999994,-46.39999999999995,-48.79999999999997,-52.49999999999998,-39.49999999999998,-50.39999999999999,-58.80000000000001,-57.099999999999966,-52.19999999999997,-51.79999999999997,-57.699999999999946,-59.39999999999996,-59.19999999999995,-64.19999999999997,-58.099999999999945,-50.299999999999955,-54.29999999999995,-56.19999999999996,-57.29999999999993,-62.499999999999964,-36.49999999999996,-43.699999999999946,-42.59999999999996,-50.19999999999995,-46.699999999999974
dqn,5x5,medium,67,24120,-52.64799999999995,0.3453414285714287,-46.599999999999945,-53.899999999999956,-59.39999999999997,-55.89999999999991,-37.59999999999996,-49.99999999999993,-58.99999999999997,-57.29999999999998,-51.19999999999995,-45.19999999999993,-58.29999999999998,-41.99999999999997,-71.60000000000001,-55.699999999999946,-55.799999999999926,-57.09999999999995,-51.899999999999984,-60.79999999999997,-56.99999999999997,-64.09999999999995,-45.699999999999946,-39.499999999999936,-43.49999999999992,-53.39999999999996,-43.69999999999998
dqn,5x5,medium,68,24480,-53.51999999999995,0.33557000000000003,-48.69999999999999,-53.199999999999896,-49.19999999999995,-54.1,-41.99999999999996,-47.49999999999996,-61.899999999999984,-61.89999999999997,-58.59999999999992,-47.49999999999996,-53.3,-47.59999999999994,-54.59999999999995,-63.89999999999993,-73.0,-47.59999999999996,-55.89999999999995,-52.699999999999974,-61.799999999999926,-58.39999999999996,-42.19999999999997,-45.49999999999996,-52.79999999999993,-52.199999999999925,-51.89999999999995
dqn,5x5,medium,69,24840,-52.90399999999997,0.3257985714285715,-43.99999999999993,-51.40000000000001,-48.899999999999956,-46.99999999999995,-47.59999999999995,-53.10000000000001,-59.2,-55.89999999999991,-55.99999999999993,-43.79999999999993,-51.49999999999996,-54.49999999999993,-59.099999999999945,-68.99999999999991,-55.69999999999994,-49.50000000000001,-63.999999999999964,-49.99999999999997,-69.60000000000002,-58.799999999999976,-38.49999999999999,-47.19999999999999,-47.199999999999974,-41.29999999999999,-59.79999999999998
dqn,5x5,medium,70,25200,-50.48399999999996,0.31602714285714284,-38.59999999999995,-46.799999999999926,-49.99999999999996,-46.79999999999994,-41.999999999999986,-50.29999999999996,-52.999999999999964,-46.299999999999955,-52.39999999999993,-52.99999999999997,-53.0,-46.39999999999996,-57.799999999999926,-63.59999999999998,-52.99999999999995,-47.39999999999995,-53.89999999999996,-43.79999999999993,-58.19999999999995,-57.999999999999936,-41.39999999999994,-45.499999999999964,-46.49999999999989,-51.39999999999998,-62.99999999999998
dqn,5x5,medium,71,25560,-51.17599999999996,0.3062557142857143,-55.59999999999996,-40.19999999999998,-39.09999999999995,-53.39999999999996,-49.59999999999993,-57.199999999999974,-57.29999999999998,-51.89999999999998,-55.09999999999998,-45.99999999999996,-50.49999999999994,-51.79999999999993,-63.29999999999988,-71.79999999999997,-53.39999999999991,-51.09999999999997,-69.09999999999997,-50.29999999999997,-46.29999999999999,-55.29999999999995,-31.899999999999984,-38.09999999999997,-45.49999999999996,-44.999999999999964,-50.59999999999998
dqn,5x5,medium,72,25920,-50.03199999999996,0.29648428571428576,-37.89999999999998,-49.099999999999916,-42.89999999999995,-50.499999999999964,-60.699999999999925,-44.69999999999996,-50.2,-51.59999999999999,-51.199999999999946,-52.899999999999956,-44.29999999999995,-50.29999999999995,-53.59999999999995,-59.19999999999998,-54.29999999999995,-47.499999999999936,-58.59999999999996,-51.19999999999999,-57.69999999999997,-47.70000000000001,-43.699999999999974,-37.89999999999997,-45.699999999999974,-59.89999999999997,-47.49999999999994
dqn,5x5,medium,73,26280,-51.60799999999994,0.2867128571428572,-37.59999999999995,-44.79999999999993,-41.69999999999997,-58.09999999999993,-41.19999999999993,-54.299999999999926,-52.99999999999996,-59.599999999999945,-50.699999999999946,-52.69999999999992,-54.89999999999998,-58.89999999999993,-56.89999999999996,-59.99999999999994,-57.79999999999994,-41.29999999999992,-60.299999999999926,-57.59999999999997,-61.09999999999994,-56.89999999999995,-39.79999999999996,-54.49999999999994,-46.69999999999997,-45.69999999999995,-44.09999999999991
dqn,5x5,medium,74,26640,-50.647999999999946,0.27694142857142856,-41.19999999999995,-43.19999999999993,-46.099999999999945,-51.39999999999995,-41.69999999999994,-47.59999999999995,-54.49999999999996,-50.49999999999998,-46.69999999999994,-47.099999999999916,-55.69999999999996,-55.19999999999995,-64.49999999999996,-63.999999999999986,-60.99999999999994,-50.29999999999995,-55.199999999999946,-47.099999999999994,-62.49999999999996,-51.09999999999997,-42.49999999999993,-49.19999999999996,-46.99999999999994,-44.39999999999996,-46.499999999999964
dqn,5x5,medium,75,27000,-50.41199999999996,0.26717,-42.59999999999997,-42.19999999999993,-47.19999999999997,-49.59999999999997,-33.99999999999996,-48.79999999999992,-48.19999999999995,-64.59999999999998,-57.599999999999945,-50.29999999999998,-45.89999999999993,-52.29999999999997,-63.09999999999994,-60.69999999999999,-59.499999999999936,-50.39999999999997,-53.899999999999956,-51.0,-64.99999999999996,-51.899999999999935,-38.699999999999946,-44.79999999999993,-45.70000000000002,-46.599999999999945,-45.699999999999946
dqn,5x5,medium,76,27360,-52.279999999999966,0.2573985714285715,-44.699999999999974,-36.899999999999984,-52.499999999999986,-49.69999999999997,-38.00000000000001,-50.19999999999996,-48.09999999999997,-65.39999999999995,-63.89999999999995,-51.09999999999989,-53.49999999999995,-66.09999999999995,-57.099999999999966,-53.399999999999935,-61.199999999999946,-46.89999999999998,-60.69999999999994,-51.89999999999992,-55.59999999999995,-67.1,-43.49999999999998,-47.699999999999946,-47.199999999999974,-49.899999999999956,-44.69999999999997
dqn,5x5,medium,77,27720,-51.41599999999996,0.24762714285714293,-35.99999999999996,-42.5999999999999,-54.89999999999997,-51.19999999999994,-41.39999999999995,-49.59999999999996,-54.39999999999997,-53.39999999999997,-52.099999999999966,-58.39999999999993,-52.49999999999995,-58.599999999999916,-57.799999999999955,-54.79999999999994,-60.19999999999994,-55.60000000000003,-67.89999999999998,-50.19999999999992,-54.699999999999946,-57.79999999999997,-37.699999999999974,-46.09999999999996,-45.29999999999996,-52.499999999999986,-39.69999999999997
dqn,5x5,medium,78,28080,-49.85999999999996,0.23785571428571428,-45.199999999999974,-39.39999999999995,-41.899999999999956,-57.49999999999994,-47.499999999999964,-45.79999999999996,-52.299999999999926,-58.89999999999996,-50.999999999999915,-58.39999999999998,-50.79999999999998,-49.99999999999997,-52.49999999999991,-45.49999999999997,-51.699999999999925,-54.599999999999945,-55.199999999999896,-51.79999999999998,-59.69999999999999,-55.59999999999995,-45.199999999999946,-43.09999999999995,-44.89999999999999,-47.3,-40.69999999999994
dqn,5x5,medium,79,28440,-49.447999999999965,0.22808428571428574,-43.599999999999994,-47.29999999999993,-41.49999999999997,-42.299999999999926,-41.999999999999964,-42.89999999999997,-52.300000000000026,-64.5,-56.19999999999998,-44.89999999999994,-50.29999999999996,-47.99999999999997,-67.49999999999997,-54.89999999999998,-53.499999999999936,-44.19999999999993,-57.69999999999997,-54.19999999999995,-48.99999999999999,-48.59999999999991,-37.999999999999986,-37.89999999999996,-55.099999999999966,-52.69999999999995,-47.09999999999996
dqn,5x5,medium,80,28800,-48.13999999999996,0.2183128571428572,-41.89999999999993,-39.49999999999998,-47.29999999999993,-36.09999999999997,-41.49999999999997,-41.699999999999946,-47.19999999999993,-55.29999999999996,-56.19999999999996,-54.19999999999993,-47.79999999999997,-53.19999999999993,-52.99999999999996,-63.89999999999998,-58.099999999999945,-49.09999999999998,-50.600000000000016,-48.799999999999955,-56.09999999999993,-53.59999999999991,-36.29999999999994,-43.69999999999998,-41.29999999999998,-43.29999999999995,-43.79999999999995
dqn,5x5,medium,81,29160,-49.04799999999996,0.20854142857142866,-36.50000000000001,-37.899999999999935,-48.09999999999994,-54.49999999999996,-35.79999999999996,-45.59999999999996,-49.399999999999956,-52.699999999999996,-55.89999999999996,-48.29999999999991,-53.09999999999996,-51.19999999999994,-56.99999999999997,-57.79999999999993,-56.799999999999955,-42.79999999999998,-48.999999999999964,-48.099999999999945,-51.39999999999996,-63.89999999999998,-34.9,-51.399999999999935,-45.299999999999976,-55.19999999999995,-43.59999999999994
dqn,5x5,medium,82,29520,-47.26399999999996,0.19877,-32.29999999999997,-35.09999999999997,-43.599999999999945,-39.79999999999998,-39.29999999999995,-48.39999999999995,-57.599999999999966,-47.499999999999986,-54.29999999999991,-47.399999999999984,-59.29999999999993,-51.899999999999956,-49.49999999999995,-47.59999999999995,-58.79999999999991,-39.799999999999976,-63.19999999999994,-45.19999999999994,-50.69999999999996,-52.699999999999946,-37.59999999999996,-41.69999999999996,-48.1,-52.69999999999996,-37.49999999999997
dqn,5x5,medium,83,29880,-46.68399999999996,0.18899857142857146,-47.70000000000001,-36.199999999999974,-50.59999999999995,-46.09999999999993,-40.59999999999994,-49.900000000000006,-52.39999999999993,-49.99999999999995,-59.59999999999996,-54.699999999999946,-39.89999999999995,-45.999999999999964,-48.399999999999935,-56.699999999999946,-44.49999999999997,-37.49999999999995,-51.49999999999993,-52.29999999999997,-53.09999999999993,-52.19999999999993,-30.89999999999997,-39.29999999999996,-44.39999999999999,-40.50000000000001,-42.09999999999996
dqn,5x5,medium,84,30240,-46.39199999999996,0.1792271428571428,-36.299999999999976,-37.199999999999946,-43.49999999999995,-45.69999999999996,-42.099999999999966,-40.400000000000006,-44.49999999999998,-53.899999999999956,-48.79999999999995,-43.89999999999993,-45.99999999999991,-49.69999999999993,-54.09999999999995,-47.19999999999995,-58.29999999999996,-46.29999999999994,-65.59999999999995,-40.89999999999994,-48.09999999999994,-60.59999999999997,-39.49999999999996,-39.999999999999964,-44.29999999999994,-46.19999999999991,-36.69999999999998
dqn,5x5,medium,85,30600,-46.93199999999996,0.16945571428571438,-34.59999999999997,-38.79999999999998,-42.39999999999993,-49.599999999999945,-32.69999999999996,-53.39999999999993,-50.699999999999974,-56.09999999999995,-52.39999999999999,-51.299999999999976,-44.29999999999996,-52.69999999999991,-57.19999999999994,-59.39999999999999,-50.69999999999996,-35.09999999999997,-57.799999999999976,-52.69999999999995,-49.499999999999964,-59.59999999999997,-28.399999999999967,-43.69999999999995,-40.19999999999998,-42.899999999999956,-37.09999999999996
dqn,5x5,medium,86,30960,-46.47599999999997,0.15968428571428572,-35.69999999999999,-43.599999999999966,-41.599999999999966,-46.69999999999995,-36.49999999999998,-41.89999999999998,-54.89999999999994,-54.69999999999995,-44.69999999999997,-41.99999999999997,-45.499999999999964,-43.99999999999995,-67.0,-55.89999999999994,-51.999999999999936,-41.49999999999994,-55.29999999999997,-49.29999999999994,-49.29999999999998,-57.699999999999946,-42.69999999999995,-39.89999999999998,-32.399999999999956,-40.9999999999999,-46.09999999999999
dqn,5x5,medium,87,31320,-46.77599999999996,0.14991285714285718,-40.59999999999996,-36.199999999999946,-38.49999999999995,-45.89999999999995,-33.299999999999976,-46.19999999999997,-61.59999999999993,-59.99999999999999,-46.69999999999997,-55.199999999999996,-44.09999999999994,-54.29999999999994,-56.79999999999994,-46.09999999999995,-49.49999999999998,-43.39999999999995,-49.79999999999992,-49.29999999999997,-56.89999999999996,-47.89999999999994,-31.999999999999957,-42.399999999999956,-45.59999999999999,-44.9,-42.19999999999998
dqn,5x5,medium,88,31680,-45.72399999999997,0.14014142857142853,-39.69999999999998,-38.299999999999976,-36.79999999999992,-45.69999999999998,-36.69999999999993,-48.999999999999986,-48.79999999999996,-47.09999999999994,-50.49999999999995,-47.19999999999999,-46.09999999999997,-50.199999999999946,-57.299999999999955,-61.49999999999993,-40.59999999999996,-45.29999999999996,-52.19999999999998,-52.89999999999998,-40.699999999999974,-50.79999999999993,-33.39999999999996,-30.499999999999936,-50.1,-45.4,-46.299999999999976
dqn,5x5,medium,89,32040,-44.47999999999996,0.1303700000000001,-33.79999999999998,-38.099999999999966,-44.099999999999945,-46.999999999999964,-34.899999999999956,-40.99999999999993,-48.79999999999995,-57.1,-51.69999999999991,-44.79999999999993,-41.49999999999995,-41.699999999999974,-55.69999999999997,-47.499999999999936,-52.39999999999997,-43.09999999999996,-54.49999999999997,-43.299999999999955,-53.49999999999994,-42.699999999999974,-32.69999999999999,-29.999999999999947,-41.09999999999995,-42.8,-48.199999999999946
dqn,5x5,medium,90,32400,-46.29999999999996,0.12059857142857144,-41.799999999999976,-37.19999999999997,-51.399999999999956,-45.29999999999993,-39.89999999999997,-41.09999999999997,-49.89999999999996,-49.699999999999946,-46.799999999999976,-41.79999999999997,-40.49999999999993,-47.49999999999997,-52.199999999999974,-56.89999999999995,-51.29999999999996,-43.19999999999998,-49.29999999999992,-48.19999999999998,-56.29999999999997,-57.399999999999984,-32.39999999999998,-41.59999999999992,-44.59999999999996,-46.59999999999993,-44.59999999999995
dqn,5x5,medium,91,32760,-45.047999999999945,0.1108271428571429,-41.999999999999964,-30.199999999999974,-42.199999999999946,-41.399999999999935,-38.59999999999992,-37.19999999999996,-46.59999999999991,-51.69999999999997,-50.499999999999865,-48.599999999999966,-47.29999999999996,-57.999999999999964,-53.29999999999997,-49.39999999999995,-52.89999999999996,-36.69999999999997,-43.499999999999936,-52.09999999999995,-51.79999999999991,-59.69999999999996,-35.89999999999995,-41.49999999999993,-39.800000000000004,-42.30000000000001,-32.99999999999997
dqn,5x5,medium,92,33120,-44.20399999999995,0.10105571428571425,-40.79999999999996,-31.299999999999944,-36.89999999999998,-37.199999999999974,-35.09999999999995,-45.79999999999999,-48.89999999999995,-55.399999999999935,-44.79999999999999,-45.79999999999998,-42.29999999999996,-46.299999999999926,-55.299999999999926,-43.49999999999994,-54.19999999999995,-38.29999999999991,-54.29999999999999,-50.199999999999974,-45.89999999999993,-54.599999999999945,-32.29999999999994,-30.499999999999957,-45.49999999999996,-42.19999999999996,-47.699999999999946
dqn,5x5,medium,93,33480,-42.87199999999997,0.0912842857142857,-39.299999999999976,-29.999999999999993,-38.49999999999996,-46.29999999999993,-38.699999999999946,-45.89999999999994,-45.7,-45.89999999999997,-43.89999999999994,-48.29999999999994,-34.49999999999997,-54.79999999999995,-51.29999999999998,-45.49999999999999,-43.29999999999996,-36.49999999999997,-45.19999999999994,-45.999999999999986,-55.299999999999955,-52.699999999999996,-30.099999999999973,-39.79999999999996,-39.09999999999996,-40.19999999999994,-34.99999999999996
dqn,5x5,medium,94,33840,-44.25999999999996,0.08151285714285716,-37.39999999999999,-33.29999999999998,-46.699999999999996,-36.59999999999996,-34.69999999999999,-42.799999999999976,-48.59999999999995,-49.29999999999998,-56.19999999999994,-50.89999999999998,-40.599999999999945,-47.09999999999992,-54.69999999999998,-52.59999999999993,-51.39999999999996,-35.49999999999997,-53.59999999999994,-52.29999999999996,-50.499999999999986,-46.19999999999995,-32.59999999999996,-39.49999999999996,-41.59999999999997,-38.29999999999994,-33.49999999999994
dqn,5x5,medium,95,34200,-42.82799999999997,0.07174142857142862,-36.799999999999976,-36.89999999999995,-32.39999999999998,-40.699999999999946,-35.599999999999966,-45.89999999999994,-43.89999999999995,-48.900000000000006,-43.29999999999994,-42.49999999999993,-44.29999999999996,-47.39999999999993,-49.499999999999964,-44.5,-50.19999999999998,-40.39999999999996,-52.09999999999995,-53.699999999999946,-44.69999999999997,-52.09999999999991,-31.09999999999997,-36.699999999999946,-37.2,-43.39999999999996,-36.49999999999997
dqn,5x5,medium,96,34560,-44.343999999999966,0.06196999999999997,-37.999999999999964,-42.09999999999996,-44.99999999999997,-38.99999999999997,-33.39999999999998,-43.999999999999964,-45.99999999999996,-51.899999999999984,-55.49999999999997,-38.69999999999993,-45.59999999999998,-42.39999999999996,-51.000000000000014,-58.49999999999997,-58.19999999999994,-39.59999999999994,-52.09999999999995,-47.09999999999995,-43.79999999999996,-44.39999999999995,-31.79999999999999,-33.899999999999984,-46.29999999999998,-45.89999999999996,-34.39999999999996
dqn,5x5,medium,97,34920,-42.72399999999996,0.05219857142857143,-34.59999999999997,-31.19999999999999,-34.799999999999976,-42.09999999999997,-34.69999999999997,-37.399999999999956,-49.59999999999997,-41.199999999999974,-51.699999999999946,-44.999999999999964,-52.199999999999974,-47.39999999999994,-46.19999999999997,-51.99999999999995,-42.899999999999956,-40.29999999999997,-49.49999999999994,-47.59999999999998,-44.59999999999992,-55.39999999999995,-30.19999999999997,-34.29999999999997,-43.19999999999995,-42.399999999999935,-37.59999999999997
dqn,5x5,medium,98,35280,-43.97599999999996,0.05,-36.09999999999995,-29.799999999999994,-37.500000000000014,-46.09999999999994,-37.199999999999974,-41.79999999999998,-57.09999999999996,-53.69999999999998,-56.99999999999998,-55.599999999999966,-41.89999999999995,-58.39999999999997,-47.3999999999999,-46.69999999999999,-45.09999999999997,-39.79999999999995,-44.39999999999998,-41.29999999999996,-50.79999999999998,-48.29999999999995,-29.399999999999956,-33.09999999999998,-38.99999999999995,-38.49999999999993,-43.39999999999995
dqn,5x5,medium,99,35640,-42.679999999999964,0.05,-32.19999999999997,-28.09999999999998,-33.09999999999997,-41.799999999999926,-35.499999999999986,-42.29999999999998,-49.799999999999955,-55.19999999999998,-41.29999999999998,-49.19999999999996,-47.299999999999926,-39.399999999999956,-59.99999999999997,-56.800000000000004,-42.499999999999936,-36.399999999999956,-51.399999999999956,-44.299999999999955,-40.699999999999946,-50.3,-27.99999999999997,-41.29999999999999,-40.89999999999998,-40.09999999999994,-39.09999999999995
dqn,5x5,medium,100,36000,-41.21999999999996,0.05,-29.999999999999986,-34.099999999999966,-34.69999999999995,-39.89999999999995,-38.79999999999998,-42.59999999999995,-39.299999999999955,-49.19999999999997,-42.89999999999997,-51.499999999999964,-40.49999999999995,-45.099999999999966,-58.19999999999997,-51.299999999999955,-49.399999999999956,-41.399999999999935,-42.49999999999997,-41.09999999999996,-40.499999999999986,-46.59999999999996,-23.399999999999977,-38.39999999999996,-33.79999999999996,-42.79999999999999,-32.49999999999996
dqn,5x5,medium,101,36360,-42.687999999999946,0.05,-35.49999999999995,-30.59999999999996,-38.69999999999995,-45.09999999999998,-35.499999999999964,-44.099999999999945,-42.199999999999925,-44.39999999999999,-50.49999999999996,-43.69999999999998,-50.099999999999945,-43.59999999999994,-49.29999999999999,-47.59999999999993,-47.39999999999994,-39.99999999999995,-45.99999999999993,-43.89999999999993,-46.699999999999974,-58.99999999999994,-30.399999999999974,-30.699999999999935,-36.59999999999996,-44.29999999999994,-41.29999999999997
dqn,5x5,medium,102,36720,-41.83999999999996,0.05,-28.99999999999999,-31.19999999999996,-34.09999999999995,-44.09999999999994,-27.89999999999998,-42.89999999999996,-46.49999999999997,-56.399999999999935,-43.89999999999998,-47.39999999999997,-52.39999999999994,-44.09999999999995,-51.699999999999925,-53.899999999999906,-46.39999999999993,-40.09999999999996,-38.09999999999994,-33.799999999999976,-48.00000000000003,-53.899999999999984,-24.79999999999998,-44.29999999999998,-37.69999999999998,-40.69999999999993,-32.699999999999996
dqn,5x5,medium,103,37080,-42.33599999999997,0.05,-34.99999999999999,-37.699999999999946,-40.69999999999997,-39.699999999999946,-29.699999999999985,-42.69999999999996,-32.199999999999946,-43.99999999999999,-59.499999999999936,-48.4999999999999,-35.49999999999996,-50.09999999999995,-51.99999999999999,-51.29999999999996,-47.99999999999998,-38.19999999999999,-46.8,-46.69999999999998,-51.39999999999992,-53.39999999999998,-28.699999999999985,-42.899999999999984,-35.49999999999997,-37.59999999999997,-30.599999999999962
dqn,5x5,medium,104,37440,-43.64399999999996,0.05,-29.49999999999997,-30.999999999999982,-36.799999999999955,-52.09999999999996,-35.299999999999976,-37.29999999999995,-39.09999999999995,-56.09999999999992,-51.19999999999997,-50.79999999999997,-51.09999999999998,-43.79999999999991,-53.89999999999993,-55.09999999999996,-47.399999999999906,-48.99999999999997,-45.79999999999997,-37.699999999999925,-46.19999999999994,-51.29999999999997,-30.19999999999997,-35.29999999999995,-37.79999999999996,-50.799999999999976,-36.499999999999964
dqn,5x5,medium,105,37800,-41.51999999999995,0.05,-31.599999999999994,-29.49999999999997,-36.899999999999956,-43.49999999999995,-30.79999999999997,-46.19999999999994,-42.79999999999991,-53.99999999999998,-39.699999999999974,-43.09999999999996,-44.29999999999994,-46.29999999999995,-49.399999999999935,-49.39999999999991,-45.59999999999995,-40.19999999999997,-47.09999999999995,-43.09999999999996,-45.89999999999995,-48.29999999999996,-27.799999999999965,-39.09999999999994,-35.99999999999996,-37.29999999999998,-40.09999999999995
dqn,5x5,medium,106,38160,-42.95599999999996,0.05,-37.399999999999984,-33.09999999999999,-33.79999999999996,-50.19999999999996,-28.29999999999996,-39.39999999999997,-58.09999999999993,-46.69999999999998,-49.69999999999993,-48.799999999999955,-45.599999999999945,-49.39999999999993,-50.39999999999995,-42.4999999999999,-50.59999999999996,-39.499999999999964,-42.59999999999995,-44.39999999999999,-46.99999999999995,-51.59999999999995,-25.29999999999998,-31.599999999999966,-40.99999999999998,-46.99999999999994,-39.899999999999984
dqn,5x5,medium,107,38520,-41.131999999999955,0.05,-39.0,-31.59999999999998,-37.09999999999996,-39.599999999999966,-33.899999999999984,-43.39999999999995,-46.399999999999935,-47.89999999999995,-43.19999999999996,-36.99999999999994,-38.69999999999995,-47.69999999999996,-51.69999999999999,-49.89999999999993,-44.69999999999996,-37.79999999999992,-40.19999999999996,-44.69999999999995,-48.09999999999992,-46.699999999999925,-32.599999999999945,-39.39999999999995,-33.99999999999997,-36.39999999999996,-36.59999999999997
dqn,5x5,medium,108,38880,-41.87999999999997,0.05,-29.099999999999987,-34.49999999999994,-31.599999999999973,-43.899999999999956,-29.59999999999996,-44.79999999999996,-43.89999999999995,-51.199999999999974,-46.399999999999906,-44.29999999999992,-37.499999999999964,-52.89999999999994,-53.399999999999956,-47.99999999999996,-53.49999999999996,-41.599999999999966,-38.39999999999998,-43.89999999999992,-51.79999999999997,-47.10000000000001,-28.999999999999964,-34.19999999999996,-40.29999999999993,-38.79999999999995,-37.299999999999955
