algorithm,grid,scenario,episode,step,avg_reward,ppo_updates,reward_B1,reward_B2,reward_B3,reward_B4,reward_B5,reward_C1,reward_C2,reward_C3,reward_C4,reward_C5,reward_D1,reward_D2,reward_D3,reward_D4,reward_D5,reward_E1,reward_E2,reward_E3,reward_E4,reward_E5,reward_F1,reward_F2,reward_F3,reward_F4,reward_F5
ppo,5x5,medium,56,20160,-65.80399999999996,157,-55.99999999999996,-70.69999999999996,-44.899999999999956,-61.29999999999993,-60.29999999999997,-60.599999999999945,-63.599999999999916,-73.00000000000001,-63.69999999999996,-71.20000000000003,-67.49999999999991,-74.39999999999993,-73.79999999999995,-64.69999999999992,-76.99999999999991,-73.80000000000001,-81.60000000000002,-69.39999999999999,-69.99999999999993,-70.39999999999998,-45.19999999999996,-71.49999999999996,-66.19999999999997,-44.999999999999964,-69.30000000000003
ppo,5x5,medium,57,20520,-66.64799999999997,160,-54.79999999999993,-78.40000000000003,-45.799999999999976,-63.39999999999994,-62.29999999999996,-56.199999999999946,-71.69999999999995,-62.99999999999995,-62.5999999999999,-70.10000000000001,-69.60000000000004,-70.0,-68.89999999999995,-70.99999999999997,-79.10000000000001,-74.1,-78.09999999999998,-69.99999999999994,-89.29999999999998,-75.20000000000005,-44.499999999999986,-62.79999999999991,-67.79999999999993,-50.299999999999955,-67.19999999999997
ppo,5x5,medium,58,20880,-64.29199999999996,163,-58.39999999999997,-65.09999999999991,-43.299999999999976,-61.59999999999991,-53.99999999999994,-62.39999999999994,-74.89999999999995,-60.699999999999996,-70.8,-63.09999999999996,-67.5,-71.4,-67.2,-67.09999999999995,-71.2999999999999,-82.1,-62.699999999999925,-70.79999999999997,-74.80000000000004,-68.89999999999992,-47.699999999999974,-68.89999999999999,-67.79999999999997,-45.099999999999945,-59.69999999999991
ppo,5x5,medium,59,21240,-65.49599999999995,165,-49.69999999999993,-69.29999999999998,-49.99999999999994,-68.29999999999994,-54.99999999999994,-57.49999999999993,-69.99999999999999,-65.29999999999993,-67.89999999999996,-64.8999999999999,-68.89999999999999,-74.19999999999992,-82.30000000000005,-72.09999999999997,-73.19999999999993,-84.00000000000003,-65.79999999999997,-62.49999999999988,-67.1,-80.00000000000004,-45.79999999999997,-67.79999999999998,-62.499999999999936,-51.39999999999989,-61.89999999999996
ppo,5x5,medium,60,21600,-63.739999999999945,168,-55.999999999999986,-58.89999999999997,-36.79999999999995,-60.899999999999935,-53.99999999999993,-68.39999999999996,-76.5,-69.09999999999992,-60.89999999999994,-65.59999999999997,-64.49999999999991,-68.99999999999991,-78.5000000000001,-66.79999999999994,-74.59999999999994,-60.19999999999993,-74.0999999999999,-69.1999999999999,-79.89999999999998,-68.29999999999997,-39.99999999999994,-64.99999999999991,-63.399999999999984,-51.29999999999994,-61.59999999999995
ppo,5x5,medium,61,21960,-66.50399999999998,171,-55.499999999999986,-60.89999999999992,-42.79999999999997,-67.79999999999994,-61.99999999999993,-79.40000000000003,-70.49999999999997,-71.29999999999998,-72.49999999999999,-64.59999999999991,-76.29999999999994,-71.30000000000001,-68.49999999999997,-75.30000000000001,-77.29999999999995,-74.59999999999997,-76.50000000000001,-67.5,-70.8,-76.70000000000003,-38.199999999999974,-71.80000000000001,-63.5,-46.899999999999935,-60.09999999999996
ppo,5x5,medium,62,22320,-64.02799999999996,174,-50.699999999999974,-61.599999999999916,-43.29999999999993,-62.49999999999993,-55.999999999999964,-60.49999999999988,-71.39999999999995,-59.69999999999995,-62.59999999999994,-67.59999999999995,-77.90000000000003,-75.19999999999997,-65.29999999999993,-69.39999999999988,-58.89999999999987,-76.39999999999996,-77.70000000000006,-74.20000000000003,-73.29999999999997,-68.69999999999999,-34.79999999999997,-69.99999999999999,-68.39999999999993,-43.69999999999998,-70.90000000000005
ppo,5x5,medium,63,22680,-63.619999999999955,177,-46.99999999999998,-60.49999999999991,-45.599999999999966,-66.69999999999992,-66.09999999999992,-63.499999999999886,-62.39999999999991,-62.599999999999966,-67.89999999999999,-71.19999999999993,-68.69999999999995,-63.89999999999993,-70.09999999999998,-73.10000000000005,-78.89999999999995,-70.60000000000002,-72.99999999999994,-63.8999999999999,-66.59999999999995,-71.00000000000001,-39.39999999999995,-66.69999999999996,-60.999999999999886,-49.79999999999997,-60.29999999999996
ppo,5x5,medium,64,23040,-63.66799999999996,180,-53.099999999999966,-64.69999999999987,-40.09999999999992,-70.20000000000005,-50.99999999999994,-64.59999999999994,-65.29999999999998,-61.39999999999994,-67.59999999999998,-62.49999999999996,-76.09999999999998,-63.899999999999935,-62.999999999999915,-62.29999999999997,-78.70000000000003,-78.09999999999998,-81.09999999999995,-69.69999999999997,-60.6999999999999,-69.89999999999999,-40.999999999999936,-69.29999999999993,-67.19999999999997,-45.19999999999995,-64.99999999999993
ppo,5x5,medium,65,23400,-62.91599999999997,182,-49.69999999999995,-67.39999999999993,-44.39999999999995,-74.89999999999996,-54.39999999999997,-61.59999999999993,-71.89999999999999,-64.69999999999996,-63.49999999999996,-63.29999999999993,-70.80000000000004,-63.69999999999995,-74.69999999999989,-59.29999999999992,-73.10000000000002,-72.80000000000005,-63.999999999999936,-58.29999999999994,-63.89999999999992,-71.09999999999995,-37.39999999999994,-61.59999999999996,-60.999999999999936,-54.19999999999997,-71.2
ppo,5x5,medium,66,23760,-66.42799999999997,185,-49.399999999999956,-62.29999999999989,-43.599999999999966,-68.89999999999999,-56.899999999999956,-62.09999999999993,-75.80000000000001,-64.99999999999993,-70.10000000000002,-65.39999999999995,-76.5,-80.60000000000008,-67.29999999999998,-68.89999999999992,-77.89999999999998,-77.6,-82.6,-71.09999999999994,-83.29999999999998,-71.19999999999996,-40.69999999999994,-62.59999999999994,-63.89999999999995,-57.59999999999997,-59.4
ppo,5x5,medium,67,24120,-64.12799999999997,188,-58.900000000000006,-64.09999999999995,-45.699999999999996,-70.49999999999996,-48.19999999999994,-63.69999999999995,-78.19999999999997,-58.39999999999998,-64.29999999999993,-53.79999999999991,-79.5,-70.90000000000005,-64.49999999999997,-79.49999999999997,-72.0,-64.69999999999995,-74.59999999999995,-59.89999999999995,-91.80000000000011,-66.50000000000001,-32.69999999999997,-62.699999999999925,-65.29999999999994,-45.59999999999996,-67.19999999999993
ppo,5x5,medium,68,24480,-62.387999999999955,191,-52.19999999999996,-61.39999999999989,-37.19999999999996,-58.099999999999895,-51.69999999999997,-61.59999999999995,-82.0,-60.99999999999995,-67.29999999999993,-60.00000000000002,-68.19999999999995,-73.49999999999999,-66.29999999999988,-65.89999999999993,-75.49999999999996,-66.79999999999994,-74.19999999999997,-68.6,-72.29999999999994,-71.79999999999993,-36.699999999999946,-61.299999999999955,-63.99999999999998,-37.99999999999995,-64.09999999999998
ppo,5x5,medium,69,24840,-63.32799999999997,194,-51.699999999999946,-68.40000000000002,-38.89999999999995,-71.10000000000004,-50.99999999999995,-65.59999999999992,-74.60000000000004,-65.69999999999995,-61.69999999999994,-58.099999999999916,-81.70000000000005,-67.8,-67.8,-69.59999999999997,-68.79999999999993,-70.29999999999997,-81.80000000000004,-63.79999999999992,-75.89999999999995,-72.69999999999995,-34.80000000000001,-56.39999999999991,-66.59999999999995,-37.99999999999999,-60.39999999999995
ppo,5x5,medium,70,25200,-62.95199999999996,196,-48.29999999999994,-63.09999999999993,-39.99999999999996,-70.69999999999996,-52.799999999999905,-63.49999999999994,-73.69999999999997,-61.29999999999996,-62.299999999999955,-58.89999999999998,-76.50000000000004,-66.09999999999998,-78.59999999999997,-66.39999999999996,-77.80000000000005,-74.99999999999996,-65.89999999999992,-64.99999999999991,-65.39999999999992,-65.79999999999991,-36.899999999999935,-62.09999999999993,-66.19999999999999,-45.29999999999997,-66.19999999999995
ppo,5x5,medium,71,25560,-65.06399999999996,199,-50.39999999999995,-57.09999999999992,-50.49999999999999,-65.9999999999999,-59.09999999999994,-63.69999999999991,-70.59999999999997,-58.89999999999993,-68.69999999999995,-59.49999999999994,-74.29999999999997,-74.89999999999995,-72.49999999999996,-70.39999999999996,-77.00000000000004,-73.5,-78.60000000000002,-73.3,-79.00000000000007,-69.49999999999993,-35.29999999999995,-72.89999999999999,-61.89999999999993,-46.09999999999995,-62.89999999999993
ppo,5x5,medium,72,25920,-64.34799999999998,202,-57.399999999999984,-55.999999999999936,-39.09999999999997,-66.39999999999993,-49.99999999999994,-65.89999999999996,-74.40000000000002,-67.00000000000001,-69.90000000000003,-60.999999999999936,-73.70000000000005,-74.99999999999999,-71.4,-69.80000000000001,-72.29999999999997,-72.29999999999998,-77.90000000000006,-81.7999999999999,-72.70000000000003,-72.40000000000003,-29.09999999999997,-61.89999999999994,-70.79999999999998,-36.199999999999946,-64.29999999999994
ppo,5x5,medium,73,26280,-64.24399999999997,205,-41.99999999999994,-64.6,-49.299999999999976,-68.2,-47.29999999999994,-61.499999999999964,-79.00000000000003,-68.79999999999998,-67.99999999999997,-69.89999999999998,-72.5,-72.1,-71.7,-70.80000000000008,-73.09999999999995,-73.59999999999997,-72.49999999999999,-67.99999999999994,-76.9,-63.19999999999992,-35.39999999999995,-64.89999999999995,-69.29999999999995,-40.89999999999995,-62.599999999999945
ppo,5x5,medium,74,26640,-62.70399999999996,208,-43.89999999999999,-64.19999999999996,-48.99999999999995,-66.29999999999995,-47.69999999999994,-62.69999999999992,-71.99999999999996,-63.79999999999993,-64.19999999999993,-65.39999999999995,-71.10000000000001,-59.19999999999995,-76.70000000000005,-71.49999999999994,-59.3999999999999,-76.79999999999998,-73.70000000000006,-61.19999999999991,-89.60000000000007,-68.29999999999997,-24.399999999999984,-65.39999999999995,-67.09999999999998,-46.999999999999964,-56.99999999999993
ppo,5x5,medium,75,27000,-63.307999999999964,210,-45.09999999999997,-56.49999999999993,-44.99999999999998,-66.59999999999995,-50.19999999999995,-61.99999999999992,-68.69999999999993,-62.59999999999992,-72.80000000000003,-66.79999999999995,-64.09999999999997,-64.99999999999989,-73.59999999999998,-68.59999999999995,-81.50000000000007,-61.39999999999996,-71.89999999999995,-61.19999999999992,-95.6000000000001,-72.10000000000002,-33.29999999999996,-61.39999999999995,-65.89999999999998,-46.79999999999996,-63.99999999999994
ppo,5x5,medium,76,27360,-64.13999999999996,213,-41.59999999999995,-67.19999999999996,-39.99999999999997,-66.29999999999993,-50.09999999999995,-64.09999999999998,-71.69999999999989,-62.099999999999945,-78.20000000000002,-68.29999999999998,-69.69999999999999,-73.49999999999991,-73.90000000000003,-80.89999999999998,-73.90000000000005,-69.90000000000003,-79.39999999999998,-67.89999999999995,-76.9,-75.99999999999999,-28.59999999999997,-57.29999999999995,-60.89999999999996,-38.49999999999995,-66.6
ppo,5x5,medium,77,27720,-63.47199999999997,216,-46.599999999999994,-61.4,-45.69999999999998,-64.69999999999992,-44.19999999999994,-60.599999999999994,-73.00000000000001,-60.69999999999997,-58.899999999999885,-68.2999999999999,-71.49999999999994,-68.89999999999992,-72.50000000000003,-69.69999999999996,-73.09999999999994,-79.20000000000005,-74.30000000000004,-68.79999999999987,-84.6,-73.30000000000001,-36.89999999999997,-59.09999999999992,-60.09999999999996,-48.199999999999974,-62.49999999999993
ppo,5x5,medium,78,28080,-62.95599999999996,219,-50.299999999999976,-63.39999999999989,-38.09999999999997,-71.49999999999999,-53.2,-60.999999999999964,-63.19999999999997,-58.799999999999905,-68.69999999999996,-60.59999999999996,-66.29999999999994,-75.9,-73.39999999999998,-71.59999999999997,-71.99999999999999,-83.6,-70.70000000000002,-64.99999999999991,-80.60000000000004,-68.49999999999991,-36.29999999999997,-57.09999999999997,-56.39999999999996,-41.89999999999993,-65.79999999999994
ppo,5x5,medium,79,28440,-60.59599999999996,222,-42.59999999999993,-63.999999999999936,-41.79999999999994,-65.79999999999993,-45.49999999999997,-59.599999999999916,-73.19999999999995,-58.99999999999996,-69.19999999999995,-62.699999999999925,-76.50000000000006,-66.5999999999999,-69.19999999999996,-67.29999999999997,-64.39999999999998,-69.99999999999999,-62.599999999999895,-62.19999999999996,-71.29999999999998,-68.19999999999995,-25.899999999999977,-59.09999999999996,-60.79999999999997,-42.19999999999997,-65.19999999999996
ppo,5x5,medium,80,28800,-62.52799999999998,225,-41.69999999999997,-57.39999999999993,-35.099999999999966,-67.59999999999998,-47.39999999999994,-64.79999999999995,-74.40000000000003,-52.699999999999974,-74.40000000000003,-59.09999999999998,-78.10000000000005,-68.49999999999999,-75.5,-66.89999999999998,-68.79999999999995,-72.10000000000001,-68.89999999999988,-69.89999999999995,-73.69999999999997,-79.4,-36.79999999999996,-63.89999999999996,-66.69999999999993,-38.899999999999956,-60.49999999999997
ppo,5x5,medium,81,29160,-61.50399999999998,227,-44.10000000000001,-61.39999999999998,-33.29999999999997,-73.19999999999997,-40.999999999999986,-52.69999999999996,-66.39999999999995,-62.89999999999997,-69.59999999999994,-63.99999999999992,-74.29999999999995,-69.39999999999999,-71.5,-75.0,-67.19999999999995,-71.19999999999999,-76.09999999999995,-70.60000000000002,-65.69999999999997,-69.10000000000005,-36.69999999999997,-54.39999999999992,-59.59999999999996,-47.499999999999964,-60.69999999999996
ppo,5x5,medium,82,29520,-61.48799999999996,230,-47.19999999999998,-51.49999999999989,-47.59999999999995,-65.89999999999995,-37.29999999999995,-49.599999999999945,-84.29999999999997,-57.19999999999992,-68.40000000000002,-54.29999999999992,-69.69999999999997,-71.09999999999995,-72.59999999999997,-70.79999999999997,-70.09999999999992,-65.1999999999999,-71.40000000000003,-72.49999999999997,-75.49999999999997,-73.79999999999997,-29.799999999999976,-55.69999999999993,-70.59999999999998,-41.99999999999995,-63.09999999999996
ppo,5x5,medium,83,29880,-62.01199999999998,233,-51.59999999999997,-60.8,-29.399999999999956,-66.49999999999994,-49.39999999999996,-58.699999999999996,-65.99999999999991,-60.699999999999925,-71.20000000000009,-70.29999999999998,-74.1,-66.09999999999991,-67.5,-72.19999999999997,-80.20000000000009,-76.49999999999999,-74.20000000000003,-65.09999999999995,-60.999999999999986,-70.69999999999997,-27.5,-64.60000000000001,-65.89999999999998,-40.79999999999996,-59.29999999999994
ppo,5x5,medium,84,30240,-63.039999999999964,236,-39.299999999999955,-63.39999999999994,-41.299999999999955,-74.29999999999995,-36.39999999999998,-59.4,-74.39999999999988,-62.999999999999915,-72.29999999999994,-57.69999999999992,-71.09999999999998,-69.99999999999999,-82.30000000000004,-76.20000000000006,-71.7999999999999,-76.39999999999999,-76.10000000000002,-70.79999999999998,-64.1999999999999,-72.49999999999994,-34.099999999999945,-61.69999999999998,-56.99999999999995,-52.800000000000004,-57.49999999999997
ppo,5x5,medium,85,30600,-60.88799999999996,239,-44.9,-55.59999999999993,-37.099999999999966,-63.49999999999996,-42.49999999999995,-55.599999999999966,-75.10000000000004,-59.49999999999991,-72.00000000000006,-50.19999999999988,-76.10000000000004,-72.19999999999999,-75.39999999999998,-75.30000000000001,-70.79999999999998,-70.29999999999998,-66.9,-67.39999999999993,-73.99999999999996,-69.09999999999997,-27.89999999999998,-64.99999999999996,-62.4999999999999,-40.39999999999994,-52.89999999999997
ppo,5x5,medium,86,30960,-60.88799999999998,241,-46.29999999999998,-63.69999999999998,-39.39999999999995,-70.5,-41.999999999999964,-59.79999999999994,-71.19999999999992,-60.99999999999993,-68.69999999999997,-59.299999999999926,-67.10000000000001,-70.30000000000001,-63.79999999999991,-63.99999999999993,-69.39999999999998,-67.79999999999997,-70.69999999999997,-68.7,-72.90000000000002,-68.89999999999995,-30.599999999999962,-64.79999999999998,-61.39999999999996,-51.49999999999996,-48.39999999999999
ppo,5x5,medium,87,31320,-60.41599999999996,244,-51.49999999999998,-63.399999999999956,-33.899999999999984,-69.59999999999998,-43.199999999999974,-53.29999999999991,-69.7999999999999,-72.7,-73.6,-52.49999999999993,-65.59999999999998,-73.49999999999996,-69.90000000000003,-67.99999999999993,-77.20000000000007,-58.99999999999987,-65.0999999999999,-74.70000000000002,-63.29999999999988,-71.19999999999995,-24.99999999999999,-57.49999999999994,-64.29999999999998,-40.99999999999997,-51.599999999999966
ppo,5x5,medium,88,31680,-60.575999999999965,247,-44.299999999999955,-55.79999999999994,-34.99999999999998,-71.99999999999996,-40.79999999999992,-53.19999999999995,-71.00000000000007,-61.999999999999936,-76.60000000000012,-61.99999999999997,-69.09999999999997,-75.79999999999991,-62.99999999999993,-65.49999999999996,-73.3,-62.59999999999993,-68.10000000000001,-61.29999999999993,-75.60000000000004,-74.29999999999997,-27.49999999999994,-58.599999999999945,-63.199999999999925,-47.39999999999995,-56.399999999999984
ppo,5x5,medium,89,32040,-60.483999999999966,250,-42.599999999999966,-57.499999999999915,-39.89999999999996,-76.69999999999999,-39.19999999999992,-57.19999999999996,-73.69999999999999,-62.89999999999992,-73.70000000000003,-53.09999999999995,-76.90000000000002,-61.19999999999988,-71.9,-77.3,-70.89999999999993,-64.59999999999997,-72.00000000000004,-61.29999999999995,-75.39999999999993,-72.69999999999999,-28.79999999999996,-58.79999999999994,-60.9,-36.69999999999997,-46.19999999999998
ppo,5x5,medium,90,32400,-61.119999999999976,253,-46.99999999999995,-59.899999999999956,-38.59999999999996,-66.39999999999998,-44.19999999999997,-58.89999999999997,-76.9,-68.30000000000003,-68.69999999999999,-56.49999999999992,-73.10000000000004,-65.79999999999991,-70.30000000000003,-70.90000000000002,-83.4,-67.29999999999997,-68.69999999999989,-63.69999999999996,-67.49999999999999,-64.19999999999986,-26.399999999999967,-57.39999999999992,-58.89999999999997,-54.299999999999976,-50.69999999999995
ppo,5x5,medium,91,32760,-57.55999999999997,255,-42.19999999999998,-51.50000000000001,-32.29999999999994,-67.4999999999999,-36.299999999999955,-60.39999999999999,-61.999999999999915,-66.79999999999995,-69.89999999999998,-52.99999999999998,-63.49999999999994,-63.19999999999992,-65.09999999999997,-71.39999999999998,-75.99999999999997,-64.39999999999995,-65.19999999999993,-57.29999999999994,-66.79999999999995,-64.99999999999993,-26.599999999999987,-58.299999999999926,-59.09999999999995,-46.799999999999976,-48.399999999999984
ppo,5x5,medium,92,33120,-60.015999999999956,258,-45.59999999999996,-54.69999999999998,-48.799999999999955,-60.199999999999925,-36.59999999999994,-53.899999999999956,-61.199999999999946,-60.19999999999999,-62.29999999999997,-49.399999999999984,-71.19999999999992,-64.09999999999992,-71.39999999999999,-69.89999999999993,-80.50000000000001,-71.8,-67.29999999999998,-68.29999999999994,-82.19999999999995,-79.49999999999999,-26.999999999999982,-66.99999999999996,-58.59999999999996,-49.09999999999996,-39.59999999999997
ppo,5x5,medium,93,33480,-59.88799999999998,261,-40.8,-63.399999999999984,-50.69999999999991,-66.4999999999999,-36.499999999999964,-51.99999999999998,-71.50000000000006,-48.699999999999946,-68.89999999999999,-50.29999999999996,-71.10000000000005,-69.79999999999993,-72.50000000000003,-72.39999999999995,-72.39999999999998,-69.60000000000001,-83.50000000000001,-67.9,-68.60000000000002,-67.0999999999999,-30.399999999999995,-56.899999999999984,-64.80000000000001,-35.19999999999996,-45.69999999999993
ppo,5x5,medium,94,33840,-58.355999999999966,264,-45.59999999999996,-54.69999999999998,-42.39999999999995,-67.19999999999995,-38.59999999999995,-49.69999999999993,-66.89999999999999,-55.10000000000001,-60.399999999999935,-52.09999999999996,-62.69999999999992,-66.69999999999993,-61.499999999999964,-72.40000000000003,-79.19999999999995,-59.299999999999905,-64.59999999999997,-70.19999999999997,-69.19999999999997,-75.49999999999999,-29.699999999999957,-65.49999999999991,-62.99999999999995,-39.799999999999955,-46.89999999999998
ppo,5x5,medium,95,34200,-59.955999999999975,267,-44.19999999999996,-57.79999999999995,-40.49999999999994,-64.69999999999995,-33.39999999999998,-47.999999999999986,-70.19999999999993,-52.29999999999999,-68.39999999999999,-49.89999999999998,-71.09999999999997,-68.09999999999998,-78.40000000000002,-73.89999999999995,-81.49999999999994,-70.49999999999996,-65.89999999999996,-73.3,-62.69999999999996,-78.3,-28.699999999999967,-63.99999999999996,-64.39999999999996,-33.49999999999997,-55.199999999999974
ppo,5x5,medium,96,34560,-58.939999999999955,270,-44.99999999999994,-49.99999999999997,-35.199999999999974,-67.29999999999997,-38.09999999999995,-48.199999999999974,-78.6,-51.500000000000014,-68.39999999999992,-59.49999999999996,-74.09999999999997,-67.39999999999989,-69.39999999999993,-62.09999999999992,-78.7,-73.89999999999993,-72.50000000000001,-60.799999999999955,-69.90000000000005,-62.59999999999992,-25.199999999999974,-59.09999999999992,-60.49999999999994,-42.59999999999997,-52.89999999999995
ppo,5x5,medium,97,34920,-60.70399999999997,272,-42.499999999999964,-47.39999999999998,-40.999999999999936,-63.69999999999996,-36.59999999999996,-56.09999999999998,-75.2,-52.49999999999996,-67.30000000000001,-57.19999999999998,-66.69999999999993,-71.29999999999993,-72.69999999999996,-74.09999999999995,-75.7,-73.99999999999994,-63.199999999999946,-66.80000000000001,-83.00000000000003,-83.30000000000001,-29.59999999999998,-56.399999999999935,-62.29999999999995,-50.99999999999997,-48.0
ppo,5x5,medium,98,35280,-56.87199999999994,275,-40.599999999999945,-47.499999999999986,-41.599999999999966,-63.899999999999935,-38.79999999999998,-56.39999999999995,-74.3999999999999,-56.69999999999997,-71.39999999999998,-44.49999999999992,-71.89999999999995,-58.79999999999993,-64.59999999999995,-65.69999999999992,-64.89999999999999,-59.3999999999999,-71.09999999999995,-66.79999999999997,-71.89999999999998,-68.69999999999993,-25.19999999999997,-59.19999999999992,-51.799999999999905,-43.69999999999991,-42.299999999999976
ppo,5x5,medium,99,35640,-58.29599999999996,278,-45.69999999999995,-42.59999999999995,-35.99999999999999,-70.09999999999994,-37.09999999999994,-55.199999999999925,-70.69999999999993,-47.89999999999997,-75.2,-52.499999999999964,-70.69999999999996,-60.59999999999994,-62.19999999999992,-79.40000000000003,-71.59999999999997,-65.19999999999997,-70.89999999999993,-63.09999999999991,-71.80000000000003,-75.00000000000001,-26.99999999999999,-63.09999999999995,-54.69999999999995,-43.799999999999955,-45.299999999999976
ppo,5x5,medium,100,36000,-57.64399999999997,281,-38.799999999999926,-41.699999999999974,-40.09999999999996,-64.59999999999994,-33.19999999999999,-53.099999999999916,-67.69999999999997,-56.19999999999999,-71.4,-49.19999999999993,-69.39999999999996,-68.6,-70.79999999999997,-66.69999999999993,-75.79999999999995,-68.30000000000003,-65.09999999999995,-62.79999999999993,-72.29999999999998,-70.99999999999999,-26.999999999999957,-63.499999999999886,-56.499999999999964,-44.09999999999995,-43.19999999999996
ppo,5x5,medium,101,36360,-56.75999999999996,284,-48.40000000000001,-45.39999999999996,-38.59999999999996,-72.69999999999997,-29.69999999999999,-51.899999999999935,-71.3,-51.59999999999997,-73.50000000000001,-53.599999999999966,-73.50000000000001,-62.5,-60.699999999999925,-60.79999999999988,-76.80000000000004,-68.4,-59.39999999999993,-56.69999999999992,-61.09999999999988,-72.49999999999994,-30.79999999999998,-57.79999999999994,-51.19999999999999,-47.69999999999995,-42.39999999999999
ppo,5x5,medium,102,36720,-57.37599999999997,286,-37.29999999999996,-43.699999999999974,-32.39999999999995,-64.99999999999993,-35.19999999999998,-48.59999999999996,-68.99999999999994,-50.49999999999994,-71.8,-55.09999999999994,-70.90000000000002,-72.49999999999996,-64.99999999999996,-66.29999999999997,-76.09999999999995,-69.99999999999996,-71.3,-60.19999999999995,-60.59999999999994,-72.79999999999997,-35.29999999999998,-66.89999999999993,-52.499999999999964,-48.299999999999955,-37.09999999999995
ppo,5x5,medium,103,37080,-59.01599999999998,289,-41.49999999999998,-44.89999999999995,-42.69999999999997,-67.09999999999997,-29.599999999999973,-50.39999999999999,-74.39999999999999,-42.099999999999945,-66.19999999999999,-53.69999999999992,-66.40000000000002,-60.69999999999993,-69.59999999999994,-64.69999999999995,-79.4000000000001,-64.39999999999996,-76.59999999999994,-71.19999999999995,-101.00000000000013,-75.79999999999995,-28.39999999999999,-62.499999999999964,-52.299999999999976,-47.999999999999986,-41.799999999999976
ppo,5x5,medium,104,37440,-58.607999999999976,292,-38.39999999999996,-42.29999999999995,-41.09999999999992,-68.70000000000006,-36.299999999999976,-57.499999999999964,-68.7,-48.09999999999993,-74.50000000000003,-53.59999999999992,-75.70000000000003,-68.99999999999996,-67.19999999999999,-71.99999999999997,-75.89999999999999,-67.99999999999999,-66.39999999999995,-74.09999999999998,-73.1,-82.90000000000005,-32.99999999999996,-51.499999999999915,-49.59999999999998,-34.999999999999936,-42.59999999999998
ppo,5x5,medium,105,37800,-56.27599999999995,295,-44.59999999999997,-39.09999999999995,-37.59999999999995,-63.899999999999956,-40.59999999999995,-40.79999999999995,-72.79999999999988,-54.19999999999997,-63.19999999999996,-50.19999999999995,-72.5,-62.89999999999988,-69.39999999999995,-61.89999999999999,-76.89999999999998,-71.2,-65.59999999999992,-75.29999999999998,-56.39999999999992,-71.49999999999994,-28.4,-57.099999999999916,-53.69999999999996,-40.399999999999935,-36.699999999999925
ppo,5x5,medium,106,38160,-58.995999999999974,298,-38.39999999999997,-45.99999999999998,-32.49999999999993,-70.40000000000003,-33.299999999999976,-51.99999999999999,-74.29999999999993,-56.69999999999999,-72.7,-56.69999999999998,-75.5,-64.69999999999996,-76.19999999999996,-74.69999999999997,-84.5,-61.099999999999945,-67.29999999999997,-63.599999999999916,-69.80000000000001,-75.99999999999996,-26.099999999999973,-60.89999999999995,-48.09999999999997,-46.199999999999974,-47.19999999999997
ppo,5x5,medium,107,38520,-57.13999999999996,300,-37.79999999999995,-39.499999999999964,-33.699999999999974,-67.49999999999993,-29.099999999999977,-53.099999999999966,-72.29999999999995,-52.199999999999974,-69.79999999999994,-52.09999999999994,-68.69999999999997,-65.69999999999992,-65.0999999999999,-63.49999999999998,-69.19999999999996,-75.7,-73.1,-69.79999999999994,-75.00000000000006,-63.19999999999987,-32.59999999999997,-63.69999999999994,-54.099999999999966,-50.59999999999999,-31.399999999999956
ppo,5x5,medium,108,38880,-55.93999999999996,303,-36.69999999999995,-37.599999999999966,-28.699999999999978,-65.89999999999993,-36.79999999999997,-48.49999999999998,-76.49999999999996,-46.99999999999997,-68.39999999999999,-52.59999999999996,-71.5,-67.59999999999992,-70.59999999999995,-63.49999999999998,-79.60000000000007,-65.99999999999994,-66.49999999999993,-61.29999999999994,-64.89999999999998,-75.69999999999996,-27.999999999999964,-55.999999999999964,-48.49999999999993,-44.099999999999966,-35.99999999999996
ppo,5x5,medium,109,39240,-58.80799999999997,306,-41.79999999999994,-42.199999999999974,-36.29999999999997,-74.60000000000005,-30.199999999999964,-42.39999999999996,-77.69999999999993,-52.89999999999997,-79.30000000000008,-53.699999999999896,-78.10000000000001,-70.4,-68.89999999999993,-70.19999999999995,-80.8,-74.60000000000004,-69.69999999999995,-60.699999999999925,-73.6,-73.99999999999997,-34.19999999999997,-48.29999999999993,-51.99999999999997,-44.499999999999986,-39.099999999999994
ppo,5x5,medium,110,39600,-58.98399999999998,309,-41.399999999999984,-40.69999999999996,-39.199999999999946,-69.70000000000002,-31.899999999999988,-44.89999999999996,-65.59999999999998,-52.699999999999996,-69.19999999999999,-54.39999999999994,-76.19999999999999,-58.39999999999992,-71.89999999999996,-71.29999999999998,-79.10000000000005,-68.09999999999997,-73.29999999999998,-73.10000000000002,-70.19999999999995,-77.0,-28.999999999999975,-65.09999999999998,-56.59999999999996,-54.29999999999999,-41.299999999999955
ppo,5x5,medium,111,39960,-56.059999999999974,312,-37.09999999999999,-39.79999999999998,-34.299999999999955,-72.39999999999996,-33.59999999999997,-47.300000000000004,-64.19999999999999,-49.69999999999997,-65.19999999999992,-57.799999999999955,-69.70000000000003,-67.39999999999995,-57.59999999999996,-68.60000000000005,-75.30000000000001,-67.3,-62.999999999999936,-66.69999999999996,-66.89999999999993,-75.69999999999996,-30.199999999999964,-61.79999999999995,-45.699999999999946,-42.39999999999996,-41.79999999999998
