algorithm,grid,scenario,episode,step,avg_reward,ppo_updates,reward_B1,reward_B2,reward_B3,reward_B4,reward_C1,reward_C2,reward_C3,reward_C4,reward_D1,reward_D2,reward_D3,reward_D4,reward_E1,reward_E2,reward_E3,reward_E4
ppo,4x4,medium,85,30600,-81.38750000000002,239,-70.79999999999994,-80.2,-79.10000000000005,-82.40000000000002,-77.10000000000004,-90.60000000000008,-90.19999999999995,-78.49999999999993,-78.19999999999997,-89.29999999999995,-80.70000000000005,-82.20000000000003,-76.79999999999998,-84.40000000000002,-86.5000000000001,-75.19999999999996
ppo,4x4,medium,86,30960,-84.61249999999998,241,-80.8000000000001,-80.99999999999994,-69.09999999999994,-93.20000000000023,-70.19999999999996,-97.20000000000002,-103.79999999999987,-82.10000000000005,-81.99999999999993,-111.0,-82.69999999999997,-88.10000000000002,-73.09999999999995,-87.39999999999998,-67.09999999999994,-85.00000000000004
ppo,4x4,medium,87,31320,-82.52499999999998,244,-79.2,-86.09999999999997,-58.09999999999989,-74.00000000000003,-71.49999999999997,-100.30000000000001,-82.59999999999994,-92.2000000000001,-89.40000000000008,-104.79999999999991,-76.69999999999992,-77.40000000000002,-80.90000000000002,-80.60000000000002,-93.29999999999997,-73.29999999999991
ppo,4x4,medium,88,31680,-91.96875,247,-76.39999999999999,-95.10000000000002,-90.60000000000007,-75.49999999999996,-81.69999999999996,-110.70000000000002,-116.69999999999996,-106.30000000000001,-99.89999999999998,-98.09999999999997,-98.59999999999994,-96.80000000000003,-72.80000000000001,-82.99999999999996,-85.29999999999997,-83.99999999999997
ppo,4x4,medium,89,32040,-87.61250000000001,250,-75.79999999999993,-80.00000000000003,-74.29999999999998,-81.3,-79.49999999999997,-98.70000000000013,-140.1000000000001,-93.0,-88.4,-100.20000000000002,-85.20000000000002,-69.59999999999998,-71.69999999999997,-78.90000000000002,-97.10000000000008,-88.0000000000001
ppo,4x4,medium,90,32400,-90.73125000000002,253,-68.29999999999993,-92.6,-82.19999999999992,-94.90000000000006,-87.10000000000002,-106.90000000000003,-99.60000000000011,-85.30000000000001,-91.49999999999991,-103.79999999999998,-98.70000000000002,-91.30000000000008,-98.10000000000001,-90.29999999999994,-80.8,-80.30000000000005
ppo,4x4,medium,91,32760,-87.00625,255,-63.799999999999905,-90.69999999999992,-72.99999999999999,-98.10000000000014,-70.4,-109.79999999999998,-101.50000000000006,-87.80000000000001,-110.20000000000005,-107.50000000000001,-84.70000000000002,-80.10000000000004,-73.29999999999995,-82.80000000000003,-74.69999999999993,-83.70000000000007
ppo,4x4,medium,92,33120,-88.7,258,-83.79999999999998,-112.59999999999995,-80.39999999999999,-94.60000000000005,-73.60000000000005,-98.99999999999997,-96.30000000000013,-83.90000000000009,-94.70000000000005,-112.09999999999992,-90.40000000000003,-86.20000000000003,-80.39999999999992,-85.3,-79.5,-66.39999999999999
ppo,4x4,medium,93,33480,-89.83749999999999,261,-71.99999999999997,-84.9,-82.1,-85.79999999999998,-74.09999999999994,-111.39999999999993,-98.69999999999996,-90.70000000000006,-92.0000000000001,-117.0,-87.2,-105.30000000000005,-90.70000000000005,-87.30000000000003,-86.99999999999991,-71.19999999999989
ppo,4x4,medium,94,33840,-86.50625000000001,264,-66.99999999999994,-101.59999999999998,-76.40000000000003,-87.40000000000009,-76.50000000000001,-109.30000000000003,-99.50000000000009,-88.50000000000004,-80.39999999999995,-104.90000000000009,-90.60000000000001,-89.89999999999999,-79.10000000000002,-85.69999999999995,-76.39999999999993,-70.89999999999996
ppo,4x4,medium,95,34200,-87.01249999999999,267,-79.70000000000005,-90.19999999999997,-67.99999999999993,-82.3,-66.19999999999992,-103.40000000000003,-111.10000000000007,-83.99999999999993,-81.69999999999997,-119.69999999999992,-108.40000000000008,-85.29999999999998,-74.00000000000001,-79.89999999999999,-78.29999999999998,-80.00000000000006
ppo,4x4,medium,96,34560,-88.09374999999996,270,-71.59999999999992,-92.19999999999995,-70.49999999999997,-87.60000000000001,-69.0,-104.60000000000001,-91.20000000000005,-93.5999999999999,-99.99999999999997,-114.59999999999997,-99.19999999999992,-96.69999999999997,-80.99999999999984,-80.09999999999997,-79.60000000000002,-77.99999999999997
ppo,4x4,medium,97,34920,-91.82500000000002,272,-79.3,-85.89999999999992,-79.99999999999997,-90.30000000000008,-67.19999999999996,-125.20000000000006,-114.40000000000006,-106.10000000000001,-91.30000000000005,-107.1,-113.50000000000007,-103.30000000000004,-67.69999999999996,-79.49999999999994,-75.30000000000007,-83.09999999999997
ppo,4x4,medium,98,35280,-86.45625,275,-70.19999999999995,-87.99999999999993,-70.40000000000006,-81.90000000000002,-67.09999999999998,-98.59999999999995,-90.10000000000001,-89.29999999999993,-88.50000000000003,-134.3,-85.60000000000007,-96.50000000000004,-82.50000000000006,-71.39999999999999,-81.89999999999993,-86.99999999999997
ppo,4x4,medium,99,35640,-88.36250000000001,278,-70.49999999999994,-112.70000000000007,-68.40000000000002,-94.60000000000001,-80.29999999999994,-102.2,-104.40000000000009,-83.29999999999991,-98.40000000000005,-105.3000000000001,-102.5,-86.2,-75.40000000000002,-82.89999999999999,-78.30000000000008,-68.39999999999996
ppo,4x4,medium,100,36000,-86.28749999999998,281,-68.09999999999994,-83.1,-67.6999999999999,-79.59999999999995,-70.89999999999999,-97.29999999999998,-113.30000000000007,-89.40000000000009,-88.50000000000001,-117.99999999999994,-86.49999999999993,-101.30000000000007,-80.60000000000001,-75.19999999999995,-77.1999999999999,-83.89999999999992
ppo,4x4,medium,101,36360,-88.81875000000002,284,-81.90000000000006,-75.99999999999994,-75.39999999999995,-97.40000000000009,-71.69999999999993,-113.20000000000009,-118.90000000000008,-88.89999999999995,-75.50000000000003,-103.89999999999998,-93.70000000000005,-92.80000000000001,-81.2,-85.5,-82.70000000000006,-82.40000000000002
ppo,4x4,medium,102,36720,-87.94375000000001,286,-69.0,-90.80000000000003,-99.19999999999992,-104.9,-83.0,-94.49999999999997,-121.10000000000001,-98.0000000000001,-81.20000000000002,-73.49999999999997,-82.6999999999999,-90.20000000000014,-73.30000000000001,-80.60000000000005,-74.10000000000002,-90.99999999999994
ppo,4x4,medium,103,37080,-93.33125000000001,289,-69.9,-112.40000000000005,-92.39999999999995,-81.79999999999998,-67.69999999999992,-106.29999999999998,-118.19999999999996,-85.40000000000006,-101.40000000000008,-117.1999999999999,-87.50000000000001,-107.10000000000011,-93.80000000000003,-87.70000000000005,-76.19999999999999,-88.30000000000003
ppo,4x4,medium,104,37440,-84.5,292,-73.39999999999999,-83.79999999999995,-73.60000000000004,-80.99999999999996,-72.49999999999996,-95.70000000000002,-93.6,-94.60000000000002,-85.40000000000003,-120.59999999999995,-84.9,-92.00000000000004,-61.09999999999995,-76.49999999999996,-84.1,-79.2
ppo,4x4,medium,105,37800,-84.475,295,-77.70000000000002,-84.09999999999998,-81.19999999999992,-95.40000000000009,-66.20000000000003,-94.40000000000008,-84.59999999999998,-82.99999999999996,-83.19999999999997,-116.30000000000005,-76.89999999999993,-92.10000000000004,-84.79999999999994,-87.40000000000003,-69.70000000000002,-74.60000000000007
ppo,4x4,medium,106,38160,-90.7875,298,-73.79999999999988,-89.30000000000001,-96.39999999999998,-77.00000000000001,-67.70000000000009,-99.19999999999999,-115.69999999999997,-85.80000000000003,-89.79999999999998,-105.19999999999996,-106.09999999999987,-85.79999999999998,-88.90000000000006,-99.49999999999997,-75.10000000000001,-97.30000000000007
ppo,4x4,medium,107,38520,-86.90625,300,-67.29999999999993,-75.29999999999995,-74.89999999999995,-82.7000000000001,-68.69999999999997,-108.20000000000006,-107.30000000000007,-84.90000000000003,-88.30000000000007,-122.10000000000008,-76.5,-95.60000000000004,-74.69999999999997,-86.80000000000001,-93.50000000000007,-83.69999999999989
ppo,4x4,medium,108,38880,-89.525,303,-72.89999999999999,-84.10000000000001,-75.69999999999993,-96.30000000000004,-74.90000000000002,-97.29999999999994,-107.1,-95.30000000000013,-81.1,-115.79999999999998,-98.4000000000001,-94.09999999999998,-94.10000000000002,-94.9999999999999,-84.69999999999999,-65.59999999999998
ppo,4x4,medium,109,39240,-91.91250000000002,306,-83.99999999999987,-110.39999999999995,-78.30000000000004,-86.20000000000007,-80.49999999999999,-121.40000000000006,-112.20000000000006,-99.60000000000011,-91.70000000000006,-117.40000000000002,-89.00000000000006,-89.20000000000005,-70.49999999999996,-85.90000000000005,-75.7,-78.59999999999998
ppo,4x4,medium,110,39600,-90.16874999999999,309,-64.79999999999993,-81.20000000000002,-97.00000000000003,-81.10000000000001,-83.00000000000001,-110.99999999999987,-96.30000000000011,-89.09999999999994,-90.00000000000001,-113.7,-113.6,-95.19999999999995,-79.59999999999995,-82.90000000000002,-92.50000000000001,-71.69999999999999
ppo,4x4,medium,111,39960,-86.89375000000001,312,-67.69999999999997,-87.09999999999997,-84.30000000000004,-80.3,-69.99999999999999,-111.90000000000003,-112.30000000000004,-105.30000000000004,-83.49999999999996,-101.39999999999999,-92.00000000000003,-90.60000000000005,-70.99999999999997,-77.30000000000001,-79.10000000000005,-76.49999999999989
ppo,4x4,medium,112,40320,-88.50625000000002,315,-81.49999999999999,-72.19999999999999,-85.60000000000002,-84.00000000000001,-68.29999999999997,-108.20000000000013,-122.80000000000004,-101.50000000000004,-89.7,-92.50000000000009,-95.20000000000003,-93.89999999999999,-74.3,-84.80000000000004,-79.89999999999996,-81.70000000000007
ppo,4x4,medium,113,40680,-85.28125000000001,317,-72.00000000000006,-86.5,-81.60000000000002,-86.19999999999997,-65.4,-93.20000000000007,-86.40000000000002,-100.0000000000001,-101.7000000000001,-105.39999999999993,-87.2000000000001,-86.29999999999993,-75.50000000000003,-87.99999999999999,-73.29999999999993,-75.79999999999994
ppo,4x4,medium,114,41040,-80.69374999999998,320,-71.79999999999995,-80.40000000000003,-65.19999999999992,-84.49999999999997,-69.70000000000003,-108.59999999999997,-116.40000000000002,-90.19999999999999,-79.5000000000001,-85.49999999999996,-89.09999999999998,-60.99999999999993,-73.50000000000003,-73.69999999999995,-72.50000000000003,-69.49999999999991
ppo,4x4,medium,115,41400,-83.80624999999998,323,-73.3,-82.49999999999996,-70.29999999999993,-87.10000000000001,-69.60000000000002,-98.49999999999994,-95.89999999999999,-104.90000000000002,-89.10000000000005,-85.00000000000006,-96.70000000000005,-79.50000000000007,-65.09999999999991,-74.29999999999993,-95.79999999999995,-73.29999999999997
ppo,4x4,medium,116,41760,-85.91875000000002,326,-72.7,-90.2,-83.30000000000003,-89.79999999999997,-66.10000000000001,-100.8000000000001,-118.7,-100.60000000000008,-87.49999999999999,-88.70000000000005,-89.8,-84.6,-67.40000000000003,-80.30000000000005,-78.90000000000002,-75.29999999999997
ppo,4x4,medium,117,42120,-84.01875,329,-72.39999999999996,-110.99999999999997,-76.50000000000004,-86.80000000000005,-73.19999999999999,-95.20000000000003,-114.7,-97.00000000000004,-78.2,-78.2,-91.40000000000002,-83.89999999999998,-65.39999999999996,-79.89999999999999,-72.79999999999997,-67.69999999999993
ppo,4x4,medium,118,42480,-86.74375,331,-79.19999999999996,-84.70000000000002,-83.10000000000005,-92.20000000000006,-70.19999999999999,-96.70000000000003,-117.09999999999995,-92.9,-90.60000000000001,-87.3000000000001,-89.2,-82.29999999999993,-86.49999999999999,-79.59999999999992,-85.69999999999997,-70.59999999999997
ppo,4x4,medium,119,42840,-85.78125000000003,334,-69.79999999999994,-81.00000000000004,-72.29999999999998,-89.00000000000009,-80.30000000000001,-98.10000000000001,-93.00000000000007,-95.60000000000011,-82.79999999999997,-102.70000000000005,-88.70000000000005,-86.6,-85.70000000000007,-88.79999999999998,-75.49999999999993,-82.60000000000007
ppo,4x4,medium,120,43200,-87.78124999999997,337,-63.09999999999988,-81.89999999999995,-72.80000000000003,-79.29999999999997,-72.10000000000001,-97.79999999999988,-128.40000000000006,-85.19999999999997,-89.59999999999997,-114.19999999999999,-110.00000000000001,-98.19999999999997,-79.50000000000003,-83.9,-70.60000000000001,-77.89999999999999
ppo,4x4,medium,121,43560,-90.28125,340,-68.29999999999993,-84.69999999999995,-77.3,-75.20000000000003,-63.39999999999997,-113.69999999999999,-127.79999999999995,-104.3,-90.90000000000012,-105.60000000000004,-91.20000000000002,-96.9,-68.5,-100.09999999999994,-91.9,-84.70000000000002
ppo,4x4,medium,122,43920,-89.54375000000002,343,-73.80000000000004,-100.10000000000002,-94.59999999999997,-81.19999999999993,-69.0,-93.19999999999993,-119.89999999999998,-95.50000000000007,-94.20000000000007,-114.2,-93.30000000000001,-86.00000000000001,-72.19999999999999,-69.29999999999995,-79.80000000000005,-96.40000000000009
ppo,4x4,medium,123,44280,-85.60624999999999,345,-68.19999999999995,-77.59999999999997,-63.29999999999991,-95.10000000000011,-73.29999999999998,-122.29999999999998,-88.4,-98.90000000000002,-83.59999999999995,-95.10000000000002,-98.4,-96.50000000000004,-72.59999999999998,-73.99999999999994,-86.99999999999994,-75.39999999999999
ppo,4x4,medium,124,44640,-86.50625,348,-74.99999999999999,-80.99999999999994,-87.09999999999994,-80.60000000000007,-64.70000000000002,-111.89999999999998,-104.30000000000007,-105.10000000000007,-86.69999999999999,-100.79999999999991,-103.09999999999998,-72.19999999999995,-73.49999999999994,-79.49999999999999,-77.80000000000001,-80.79999999999998
ppo,4x4,medium,125,45000,-88.64375000000003,351,-71.49999999999994,-97.4,-78.90000000000008,-90.7000000000001,-80.20000000000005,-109.00000000000004,-112.20000000000002,-88.9,-94.40000000000009,-100.09999999999997,-104.20000000000006,-88.60000000000001,-75.10000000000005,-68.30000000000004,-87.60000000000002,-71.20000000000002
ppo,4x4,medium,126,45360,-88.76875000000001,354,-75.00000000000003,-84.8000000000001,-85.50000000000001,-82.0000000000001,-72.3,-116.50000000000004,-116.80000000000007,-100.30000000000011,-84.70000000000005,-100.59999999999995,-105.50000000000009,-83.39999999999992,-87.3,-78.69999999999989,-75.3,-71.59999999999994
ppo,4x4,medium,127,45720,-88.25625,357,-78.60000000000004,-90.49999999999994,-75.99999999999987,-86.90000000000002,-63.99999999999995,-105.4,-111.50000000000004,-108.00000000000009,-99.19999999999996,-113.59999999999992,-85.9,-86.89999999999996,-67.09999999999997,-80.60000000000001,-76.5,-81.40000000000005
ppo,4x4,medium,128,46080,-86.41875,360,-76.19999999999995,-87.3,-70.19999999999992,-89.60000000000001,-66.1,-102.8,-118.20000000000003,-98.30000000000008,-91.70000000000006,-103.09999999999997,-103.80000000000005,-72.89999999999999,-76.9,-68.99999999999999,-78.39999999999999,-78.20000000000002
ppo,4x4,medium,129,46440,-89.5875,362,-78.70000000000005,-91.00000000000004,-73.69999999999999,-78.79999999999998,-65.6,-125.49999999999993,-102.40000000000006,-97.50000000000007,-104.4,-106.59999999999997,-105.10000000000002,-92.39999999999989,-85.30000000000008,-81.39999999999996,-68.80000000000001,-76.2000000000001
ppo,4x4,medium,130,46800,-93.79375000000002,365,-78.80000000000013,-92.59999999999995,-106.99999999999999,-88.10000000000002,-69.29999999999991,-112.20000000000005,-135.20000000000002,-113.40000000000002,-101.60000000000002,-102.89999999999999,-93.3,-95.70000000000003,-72.59999999999994,-80.90000000000008,-81.69999999999995,-75.39999999999998
ppo,4x4,medium,131,47160,-89.2875,368,-77.1,-85.29999999999995,-105.49999999999997,-86.89999999999995,-76.29999999999994,-104.20000000000009,-119.30000000000011,-97.40000000000006,-91.89999999999998,-102.69999999999992,-97.70000000000003,-88.80000000000007,-75.80000000000007,-71.20000000000002,-67.49999999999999,-80.99999999999991
ppo,4x4,medium,132,47520,-87.9125,371,-73.2,-80.49999999999999,-93.40000000000003,-89.40000000000005,-69.90000000000006,-96.89999999999995,-117.90000000000002,-106.50000000000009,-90.90000000000002,-108.19999999999997,-94.19999999999999,-94.19999999999999,-66.09999999999992,-76.30000000000001,-71.19999999999997,-77.79999999999998
ppo,4x4,medium,133,47880,-89.5625,374,-66.89999999999993,-96.80000000000004,-66.89999999999992,-105.70000000000006,-68.59999999999998,-109.8,-125.80000000000007,-108.9000000000001,-90.09999999999998,-99.69999999999997,-98.20000000000006,-91.2,-72.70000000000002,-82.19999999999999,-78.69999999999999,-70.79999999999998
ppo,4x4,medium,134,48240,-87.05624999999999,376,-74.00000000000006,-85.89999999999998,-83.19999999999999,-83.70000000000003,-63.79999999999993,-95.89999999999995,-127.3,-107.0,-83.29999999999995,-104.29999999999995,-96.60000000000007,-91.09999999999998,-75.9999999999999,-71.80000000000003,-80.5,-68.50000000000001
ppo,4x4,medium,135,48600,-87.09374999999999,379,-75.39999999999999,-103.80000000000001,-81.8999999999999,-85.6,-77.4,-100.59999999999995,-98.19999999999996,-104.00000000000004,-80.79999999999997,-101.90000000000003,-92.10000000000007,-101.00000000000009,-80.00000000000001,-75.79999999999997,-65.19999999999992,-69.79999999999998
ppo,4x4,medium,136,48960,-89.44375000000001,382,-78.3,-83.89999999999998,-88.80000000000001,-93.20000000000003,-82.10000000000002,-95.29999999999997,-108.9,-109.10000000000011,-90.3,-120.6,-90.60000000000001,-75.3,-80.79999999999997,-80.69999999999997,-85.10000000000005,-68.10000000000001
ppo,4x4,medium,137,49320,-86.87499999999999,385,-82.8,-95.89999999999999,-73.80000000000003,-71.49999999999989,-76.7,-109.19999999999995,-96.49999999999997,-107.70000000000007,-95.69999999999993,-104.30000000000003,-91.50000000000003,-78.10000000000004,-68.69999999999999,-75.29999999999994,-89.19999999999997,-73.1
ppo,4x4,medium,138,49680,-84.72500000000001,388,-72.19999999999995,-85.50000000000004,-85.5,-86.10000000000004,-70.50000000000004,-95.90000000000005,-108.50000000000009,-93.49999999999997,-80.40000000000002,-92.49999999999999,-94.29999999999997,-82.39999999999995,-61.799999999999955,-74.39999999999998,-91.6000000000001,-80.49999999999999
